marketplace_url,name,name_alternate,description,opening_hours,location,area,size,province,canton,district,postal_code,address,phone,email,website,facebook,instagram,opening_date,operator,branch,marketplace_type,parking,bicycle_parking,fairground,indoor,toilets,handwashing,drinking_water,food,drinks,handicrafts,butcher,dairy,seafood,spices,garden_centre,florist,other_services
lafortuna,La Fortuna,,,Fr 09:00-17:30,SRID=4326;POINT (-84.6455839337295 10.4695512947623),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Alajuela,San Carlos,La Fortuna,21007,en el salón comunal de La Fortuna,88356266,,,https://m.facebook.com/p/Feria-del-Agricultor-en-la-Fortuna-San-Carlos-100063299376309/,,,,Huetar Norte,mercado,surface,false,true,true,true,true,true,true,true,true,false,true,true,,true,false,
liberia,Liberia,,,Th 05:00-14:00,SRID=4326;POINT (-85.4458519782092 10.6341339487666),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,Guanacaste,Liberia,Liberia,50101,Plaza Camilo Reyes,86655856,,,https://www.facebook.com/people/Feria-del-Agricultor-de-Liberia/100063481814891/,,1999-02-13,Comité Agrícola Cantonal,Chorotega,feria,surface,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,
limon,Limón,,,Fr 05:00-20:00; Sa 06:00-13:00,SRID=4326;POINT (-83.0410194328515 9.98675420559424),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Limón,Limón,Limón,70101,frente al cementerio del barrio San Juan ,27982586,centagrilimon@gmail.com,,https://es-la.facebook.com/people/Feria-del-Agricultor-de-Limon/100060582653234/,,,,Atlántico,feria,surface,false,true,true,true,true,true,true,false,false,true,true,false,,true,true,
santaluciadeparaiso,Llanos de Santa Lucía de Paraíso,Feria del Agricultor de LLanos de Santa Lucía,,Su 05:00-13:00,SRID=4326;POINT (-83.8812259503452 9.83802174619698),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,Cartago,Paraíso,Llanos de Santa Lucía,30205,Frente a la delegación policial,25747364,centroagricolacantonalp@gmail.com,,,,2009-02-27,Centro Agrícola Cantonal de Paraíso,Central Oriental,feria,street_side,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,
lomasdelrio,Lomas del Río de Pavas,,,Sa 05:00-13:00,SRID=4326;POINT (-84.1623802915085 9.95927639352261),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",M,San José,San José,Pavas,10109,al costado sur de la escuela de Lomas del Río,22130146,,,,,1995-01-16,Asociación de Pequeños Medianos Productores y Artesanos de Rincón Grande de Pavas,Central Central,feria,lane,false,false,false,false,true,true,true,true,false,false,true,false,true,true,true,
lotosdedesamparados,Lotos de Desamparados,,,,SRID=4326;POINT (-84.0737488479769 9.90524084333251),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,Desamparados,Desamparados,10301,en la cancha multiusos ,25533185,,,,,,Afaveco,Central Oriental,mercado,,,,,,,,,,,,,,,,,
matadeplatano,Mata de Plátano,,,Fr 10:00-20:00; Sa 07:00-12:00,SRID=4326;POINT (-84.0176303239954 9.95287684764281),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",M,San José,Goicoechea,Mata de Plátano,10804,100 metros oeste de la iglesia católica del Carmen de Guadalupe,88370660,cubegura@gmail.com,,https://www.facebook.com/people/Feria-Mata-de-Pl%C3%A1tano/100063456976035/,,2014-07-04,Feria privada,,mercado,surface,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,
miramar,Miramar,,,Fr 08:00-17:00,SRID=4326;POINT (-84.7297812099701 10.0908515333906),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,Puntarenas,Montes de Oro,Miramar,60401,Centro de Miramar al costado del mercado municipal,87509229,,,https://www.facebook.com/miraysaborea/,,1984-07-13,Feria Privada,Pacífico Central,mercado,surface,true,false,false,true,true,true,true,true,true,false,true,false,true,true,true,
monteclaro,Monte Claro de Desamparados,,,,SRID=4326;POINT (-84.0712653767403 9.89565485446845),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,Desamparados,Desamparados,10301,al costado sur de la plaza de deportes,88888888,,,,,,,Central Central,,,,,,,,,,,,,,,,,,
monteverde,Monteverde,,,Fr 09:00-17:00,SRID=4326;POINT (-84.8219771503541 10.3152978598481),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",M,Puntarenas,Puntarenas,Monteverde,61201,Frente al ICE de Santa Elena,85469850,,,,,2012-02-02,Asociación agro cultural de Monteverde,Pacífico Central,feria,surface,true,false,true,true,true,true,true,true,true,false,true,false,true,true,false,
naranjo,Naranjo,,,,SRID=4326;POINT (-84.3824974259667 10.1029908297978),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",M,Alajuela,Naranjo,Naranjo,20601,"del colegio de Naranjo, 100 m al sureste ",24505732,,,,,,Centro Agrícola Cantonal de Naranjo,Central Occidental Oeste,feria,surface,false,true,true,true,true,true,true,true,true,true,true,true,,true,false,
nicoya,Nicoya,,,Fr 05:00-16:00,SRID=4326;POINT (-85.4510179353858 10.1412889815652),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Guanacaste,Nicoya,Nicoya,50201,frente a mercado municipal de Nicoya,83373468,cacnicoya.info@gmail.com,,https://es-la.facebook.com/CentroAgricolaCantonalNicoya/,,,,Chorotega,feria,lane,false,true,true,true,true,true,true,true,true,true,true,true,,true,false,
oreamuno,Oreamuno,Feria Churuca ,,Sa 06:00-13:00,SRID=4326;POINT (-83.903215326217 9.87368669523526),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Cartago,Oreamuno,San Rafael,30701,"de la iglesia San Rafael Arcángel, 500 m al norte ",25533185,,,https://www.facebook.com/oreamuno.go.cr,,,,,mercado,surface,false,true,false,false,false,false,true,true,true,false,true,true,,true,true,
orotina,Orotina,,,Fr 05:00-12:00,SRID=4326;POINT (-84.5253182309994 9.91352379714826),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,Alajuela,Orotina,Orotina,20901,Diagonal al servicentro Demer,24289836 y 83883152,cacorotina@gmail.com,,https://www.facebook.com/people/Feria-del-Agricultor-de-Orotina/100057280696722/,,1998-03-27,Centro Agrícola Cantonal de Orotina,Pacífico Central,feria,lane,false,true,true,true,true,true,true,true,true,false,true,false,true,true,false,
palmares,Palmares,,,Fr 11:00-20:00; Sa 06:00-12:00,SRID=4326;POINT (-84.4279360389336 10.0557090611347),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",XL,Alajuela,Palmares,Palmares,20701,Contiguo a iglesia Fuente de Cielo,24530190,cacpalmares@gmail.com,,https://www.facebook.com/people/Feria-Del-Agricultor-Palmares/100063597275873/,,2013-02-25,Centro Agrícola Cantonal de Palmares,Central Occidental Oeste,feria,surface,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,
paraiso,Paraíso,,,Sa 05:00-13:00,SRID=4326;POINT (-83.8653006917977 9.83820778059306),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",L,Cartago,Paraíso,Paraíso,30201,Costado sur del parque,25747364 y 24831347,centroagricolacantonal@gmail.com,,https://www.facebook.com/feriasdelagricultorparaiso.paraiso/?locale=esA_L,,1990-02-27,Centro Agrícola Cantonal de Paraíso,Central Oriental,feria,street_side,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,
pavas,Pavas,,,Sa 05:00-13:30,SRID=4326;POINT (-84.1310283276256 9.94277954407779),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",L,San José,San José,Pavas,10109,"600 mts al oeste de la Embajada Americana, contiguo al Palí",22322532 y 60790000,,,,,2016-02-26,"Asosiación de agricultores, productores y artesanos de la Feria del Agricultor de Pavas",Central Central,mercado,street_side,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,Repostería
perezzeledon,Pérez Zeledón,Feria auténtica ASASIG,,Th 05:00-17:00,SRID=4326;POINT (-83.6987471637022 9.37188191050817),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,San José,Perez Zeledón,San Isidro de El General,11901,Calle pública costado norte de Casa la Juventud,88222063,maebal1@hotmail.com,,,,2008-12-08,Asociación Auténtica Feria del agricultor San Isidro de El General Pérez Zeledon,Brunca,mercado,street_side,false,false,false,true,true,true,false,false,true,false,true,false,false,true,false,Productos orgánicos
plazagonzalezviquez,Plaza González Víquez,Plaza Víquez,,Sa 05:00-12:00,SRID=4326;POINT (-84.0754863835101 9.92395013019413),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",XL,San José,San José,Catedral,10104,"en la plaza González Víquez, al lado de las oficinas centrales del Ministerio de Obras Públicas y Transportes (MOPT) ",25738465,centroagricola.elguarco@gmail.com,,https://www.facebook.com/feriatejar/,,1984-07-18,Comité Regional Valle central oriental,Central Oriental,feria,street_side,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,
poasdealajuela,Poás de Alajuela,,,Sa 05:00-12:00,SRID=4326;POINT (-84.2456724624652 10.0761816335775),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",M,Alajuela,Poás,San Pedro,20801,Costado de la Escuela Pedro Aguirre,24480416,cacpoas@hotmail.com ,https://cacpoas.org/feria_inicio,,,1992-01-12,Centro Agrícola Cantonal de Poás,Central Occidental Oeste,feria,lane,false,false,false,false,false,false,true,true,false,true,true,true,true,true,true,Repostería
puertoviejodesarapiqui,Puerto Viejo de Sarapiquí,,,,SRID=4326;POINT (-84.0075460898069 10.4545290836818),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Heredia,Sarapiquí,Puerto Viejo,41001,al costado este de la iglesia San Agustín ,27665808,centroagricolasarapiquicacsa@gmail.com,,https://www.facebook.com/centroagricolasarapiqui/?locale=es_LA,,,,Atlántico,feria,street_side,false,false,true,false,false,false,true,false,true,false,false,false,,true,true,
puertoviejo,Puerto Viejo de Talamanca,Feria Agrícola y Artesanal de Puerto Viejo,,Sa 06:00-12:00,SRID=4326;POINT (-82.754338253373 9.65697398096369),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,Limón,Talamanca,Bratsi,70401,detrás de la Casa de la Cultura,27500883,feriadepuertoviejo@gmail.com,,https://www.facebook.com/FeriaPuertoViejo/,,,,,mercado,lane,,,true,,,,true,true,,,true,,,,,
puriscal,Puriscal,,,Fr 15:00-20:30; Sa 06:00-12:00,SRID=4326;POINT (-84.3123747882537 9.84827642283176),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",M,San José,Puriscal,Santiago,10401,Contiguo al gimnasio del Liceo de Puriscal,89723580,centroagripuriscal@hotmail.com,,https://www.facebook.com/FeriadelProductorPuriscal,,2012-07-26, Centro Agricola Cantonal de Puriscal ,,feria,lane,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,"Café, repostería"
quepos,Quepos,,,Fr 14:00-21:00; Sa 07:00-13:00,SRID=4326;POINT (-84.1653848096843 9.42964258639517),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Puntarenas,Quepos,Quepos,60601,al costado este del Malecón. Al costado sur del Parque Central de Quepos ,83035776,,,https://www.facebook.com/feriadelagricultorquepos/,,,,Pacífico Central,mercado,lane,false,true,true,true,true,true,true,true,true,false,true,false,,true,true,
sanantoniodebelen,San Antonio de Belén,,Feria del agricultor de San Antonio de Belén (no confundirse con Feria del Productor),Sa 05:30-12:00,SRID=4326;POINT (-84.1786894604296 9.98036492305001),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",M,Heredia,Belén,San Antonio,40701,al costado oeste de la cancha de deportes de Belén ,85582689,,,https://www.facebook.com/people/Feria-del-Agricultor-San-Antonio-de-Bel%C3%A9n-Costa-Rica/100047007956440/,,2013-07-12,Asociación de productores de Belén,Central Central,feria,street_side,false,false,false,true,true,true,true,true,true,true,true,true,true,true,false,
sanisidro,San Isidro,,,Su 06:00-13:00,SRID=4326;POINT (-84.055844170665 10.0169560340398),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",L,Heredia,San Isidro,San Isidro,40601,En el Bulevar de la Plaza de San Isidro,22685787,cacsanisidro@gmail.com,,,,2012-02-29,,Central Occidental Este,feria,lane,false,false,false,true,true,true,true,true,true,true,true,true,false,true,true,
sanjoaquin,San Joaquín de Flores,Feria Sembradores Unidos,,Fr 06:00-18:00,SRID=4326;POINT (-84.1509958542457 10.0033186196777),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",M,Heredia,Flores,San Joaquín,40801,300 metros norte del banco nacional,61701733,feriasembradoresunidos@gmail.com,,https://www.facebook.com/Feriasembradoresunidos/?locale=es_LA,https://www.instagram.com/sembradoresunidos/?hl=es,2017-03-12,,Central Occidental Este,mercado,surface,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,
sanjuandedios,San Juan de Dios,,,Sa 05:00-12:00,SRID=4326;POINT (-84.0851914363434 9.87784041459847),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",M,San José,Desamparados,San Juan de Dios,10303,costado del Salón Comunal de San Juan de Dios,22599535,adisj1969@hotmail.com,,https://www.facebook.com/p/Asociacion-de-Desarrollo-Integral-San-Juan-de-Dios-100088486793617/,,1999-01-12,Asociacion de Desarrollo Integral San Juan de Dios,Central Oriental,feria,street_side,true,true,false,true,true,true,true,true,true,true,true,true,false,true,false,
sanluis,San Luis de Santo Domingo,,,Su 06:00-12:00,SRID=4326;POINT (-84.0291429904243 10.0082381914384),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,Heredia,Santo Domingo,San Luis,40308,Costado de la Iglesia Católica de San Luis,22684418,cacstodomingo@hotmail.com,,https://www.facebook.com/p/Feria-del-agricultor-en-San-Luis-100057276466207/,,2002-04-08,Centro Agrícola Cantonal de Santo Domingo Sede San Luis,Central Occidental Este,feria,street_side,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,
sanmateo,San Mateo,,,Th 14:00-21:00,SRID=4326;POINT (-84.5236624352292 9.93868479222825),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Alajuela,San Mateo,San Mateo,20401,en el salón multiuso de San Mateo ,24280393,,,https://es-la.facebook.com/pages/category/Agricultural-Service/Feria-del-Agricultor-San-Mateo-111706319547412/,,,,Pacífico Central,feria,surface,true,true,true,true,true,true,true,true,false,true,true,false,,true,true,
sanpablodeheredia,San Pablo de Heredia,,,Sa 05:00-14:00,SRID=4326;POINT (-84.0953974932596 9.99710657958422),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Heredia,San Pablo,San Pablo,40901,"de la Municipalidad de San Pablo, 50 m al este y 100 m al norte. Frente al Liceo Mario Vindas Salazar ",24303898,,,https://m.facebook.com/profile.php?id=747216012278889,,,,Central Occidental Este,feria,lane,false,false,false,true,true,true,true,true,true,false,false,false,,true,false,
sanpablodeturrubares,San Pablo de Turrubares,,,Sa 05:00-12:00,SRID=4326;POINT (-84.4423876540983 9.90808161468253),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,Turrubares,San Pablo,11601,"de la delegación policial, 100 m al sur y 200 m al oeste. Al costado oeste del Parque Central de San Pablo",24469033,,,,,,Centro Agrícola Cantonal de Atenas,Central Occidental Oeste,feria,,,,,,,,,,,,,,,,,
sanpedro,San Pedro de Montes de Oca,,,Su 05:00-12:00,SRID=4326;POINT (-84.0529028932081 9.93294965726849),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,San José,Montes de Oca,San Pedro,11501,"al costado norte del parque Kennedy, contiguo a la Municipalidad de Montes de Oca",2538465,centroagricola.elguarco@gmail.com,,https://www.facebook.com/feriatejar/,,2019-06-23,Comité Regional Valle Central oriental/Centro agrícola cantonal El Guarco,Central Oriental,feria,street_side,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,
sanrafaelabajo,San Rafael Abajo,,,Sa 05:00-13:00,SRID=4326;POINT (-84.0838462198038 9.89857857699921),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,San José,Desamparados,San Rafael Abajo,10311,al costado sur de la cancha de deportes de la Valencia. Al costado oeste de la Unidad Pedagógica de Valencia,25440014,,,https://www.facebook.com/p/CAC-Frailes-Desamparados-100057088135336/?locale=es_LA,,2010-04-08,Centro Agrícola Cantonal Frailes Desamparados,Central Oriental,feria,street_side,false,false,false,true,true,true,false,true,false,false,false,false,false,true,false,
sanrafaelarriba,San Rafael Arriba,,,,SRID=4326;POINT (-84.073801726579 9.87450523905408),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,Desamparados,San Rafael Arriba,10304,al costado este de la iglesia de San Rafael Arcángel,25440014,,,,,,Centro Agrícola Cantonal Desamparados,Central Oriental,feria,,,,,,,,,,,,,,,,,
