marketplace_url,name,name_alternate,description,opening_hours,location,area,size,province,canton,district,postal_code,address,phone,email,website,facebook,instagram,opening_date,operator,branch,marketplace_type,parking,bicycle_parking,fairground,indoor,toilets,handwashing,drinking_water,food,drinks,handicrafts,butcher,dairy,seafood,spices,garden_centre,florist,other_services
santaluciadeparaiso,Llanos de Santa Lucía de Paraíso,,,Sa 05:00-12:00,SRID=4326;POINT (-83.8812259503452 9.83802174619698),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Cartago,Paraíso,Llanos de Santa Lucía,30205,al costado oeste de la iglesia de Santa Lucía,25747364,,,,,,Centro Agrícola Cantonal Paraíso,Central Oriental,feria,lane,false,false,true,false,true,true,true,false,false,false,false,false,,false,false,
lomasdelrio,Lomas del Río de Pavas,,,,SRID=4326;POINT (-84.1623802915085 9.95927639352261),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,San José,Pavas,10109,al costado sur de la escuela de Lomas,22130355,,,,,,Asociación de Productores de Rincón Grande de Pavas.,Central Central,mercado,,,,,,,,,,,,,,,,,
lotosdedesamparados,Lotos de Desamparados,,,,SRID=4326;POINT (-84.0737488479769 9.90524084333251),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,Desamparados,Desamparados,10301,en la cancha multiusos ,25533185,,,,,,Afaveco,Central Oriental,mercado,,,,,,,,,,,,,,,,,
matadeplatano,Mata de Plátano,,,Fr 12:00-21:00; Sa 06:00-12:00,SRID=4326;POINT (-84.0176303239954 9.95287684764281),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,Goicoechea,Mata de Plátano,10804,"de la iglesia Nuestra Señora del Carmen, 100 m al oeste ",88370660,,,https://www.facebook.com/people/Feria-Mata-de-Pl%C3%A1tano/100063456976035/,,,,,,surface,false,true,true,true,true,true,true,true,true,true,true,false,,true,true,
miramar,Miramar,,,Fr 09:00-18:00,SRID=4326;POINT (-84.7297812099701 10.0908515333906),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Puntarenas,Montes de Oro,Miramar,60401,en el parqueo del mercado municipal,87505776,,,https://www.facebook.com/miraysaborea/,,,,Pacífico Central,mercado,lane,false,false,true,true,true,true,true,true,true,false,true,false,,true,true,
monteclaro,Monte Claro de Desamparados,,,,SRID=4326;POINT (-84.0712653767403 9.89565485446845),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,Desamparados,Desamparados,10301,al costado sur de la plaza de deportes,88888888,,,,,,,Central Central,,,,,,,,,,,,,,,,,,
monteverde,Monteverde,,,Fr 10:00-17:00,SRID=4326;POINT (-84.8219771503541 10.3152978598481),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Puntarenas,Puntarenas,Monteverde,61201,en el salón multiuso del mall de Monteverde ,84229986,,,,,,Asociación agro cultural de Monteverde,Pacífico Central,mercado,surface,false,false,true,false,true,false,true,true,true,false,true,false,,false,false,
naranjo,Naranjo,,,,SRID=4326;POINT (-84.3824974259667 10.1029908297978),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",M,Alajuela,Naranjo,Naranjo,20601,"del colegio de Naranjo, 100 m al sureste ",24505732,,,,,,Centro Agrícola Cantonal de Naranjo,Central Occidental Oeste,feria,surface,false,true,true,true,true,true,true,true,true,true,true,true,,true,false,
nicoya,Nicoya,,,Fr 05:00-16:00,SRID=4326;POINT (-85.4510179353858 10.1412889815652),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Guanacaste,Nicoya,Nicoya,50201,frente a mercado municipal de Nicoya,83373468,cacnicoya.info@gmail.com,,https://es-la.facebook.com/CentroAgricolaCantonalNicoya/,,,,Chorotega,feria,lane,false,true,true,true,true,true,true,true,true,true,true,true,,true,false,
oreamuno,Oreamuno,Feria Churuca ,,Sa 06:00-13:00,SRID=4326;POINT (-83.903215326217 9.87368669523526),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Cartago,Oreamuno,San Rafael,30701,"de la iglesia San Rafael Arcángel, 500 m al norte ",25533185,,,https://www.facebook.com/oreamuno.go.cr,,,,,mercado,surface,false,true,false,false,false,false,true,true,true,false,true,true,,true,true,
orotina,Orotina,,,Fr 05:00-12:00,SRID=4326;POINT (-84.5253182309994 9.91352379714826),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Alajuela,Orotina,Orotina,20901,al frente de las instalaciones del Ministerio de Agricultura y Ganadería (MAG) ,24289836,cacorotina@gmail.com,,https://www.facebook.com/people/Feria-del-Agricultor-de-Orotina/100057280696722/,,,,Pacífico Central,feria,lane,false,true,true,true,true,true,true,true,true,true,true,true,,true,true,
palmares,Palmares,,,Fr 11:00-20:00; Sa 06:00-12:00,SRID=4326;POINT (-84.4279360389336 10.0557090611347),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",L,Alajuela,Palmares,Palmares,20701,"de la esquina del estadio Palmareño Solís, 250 m al suroeste ",24530190,cacpalmares@gmail.com,,https://www.facebook.com/people/Feria-Del-Agricultor-Palmares/100063597275873/,,,,Central Occidental Oeste,feria,surface,true,true,true,true,true,true,true,true,true,true,true,false,,true,false,
paraiso,Paraíso,,,Sa 06:00-14:00,SRID=4326;POINT (-83.8653006917977 9.83820778059306),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Cartago,Paraíso,Paraíso,30201,al costado sur de la iglesia Nuestra Señora de la Limpia Concepción del Rescate de Ujarrás ,25747364,,,https://www.facebook.com/feriasdelagricultorparaiso.paraiso/?locale=es_LA,,,,Central Oriental,feria,lane,false,false,true,false,true,true,true,true,true,false,true,false,,true,true,
pavas,Pavas,,,Sa 05:00-14:00,SRID=4326;POINT (-84.1310283276256 9.94277954407779),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,San José,Pavas,10109,frente a la escuela Carlos Sanabria ,22322532,,,,,,Asociación de Productores de la Feria de Pavas,Central Central,mercado,lane,false,false,false,false,false,false,true,true,false,false,true,false,,true,true,
perezzeledon,Pérez Zeledón,Productor Generaleño,,We 12:00-20:00; Th 05:00-20:00; Fr 06:00-13:00,SRID=4326;POINT (-83.6987471637022 9.37188191050817),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,Perez Zeledón,San Isidro de El General,11901,frente a la Casa de la Juventud de San Isidro de Pérez Zeledón ,88222063,feriadelproductorgeneralenojd@gmail.com,,https://www.facebook.com/FeriaDelProductorPZ/?locale=es_LA,,,,Brunca,mercado,surface,true,true,true,true,true,true,true,true,true,true,true,true,,true,true,
plazagonzalezviquez,Plaza González Víquez,Plaza Víquez,,Sa 05:00-14:00,SRID=4326;POINT (-84.0754863835101 9.92395013019413),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",XL,San José,San José,Catedral,10104,"en la plaza González Víquez, al lado de las oficinas centrales del Ministerio de Obras Públicas y Transportes (MOPT) ",25738465,centroagricola.elguarco@gmail.com,,https://www.facebook.com/feriatejar/,,,,Central Oriental,feria,lane,true,false,false,true,true,true,true,true,true,true,true,true,,true,true,
poasdealajuela,Poás de Alajuela,,,Sa 05:00-14:00,SRID=4326;POINT (-84.2456724624652 10.0761816335775),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Alajuela,Poás,San Pedro,20801,al costado oeste del parque ,24480416,jariasr@cfia.or.cr,,https://cacpoas.org/feria_inicio,,,Centro Agrícola Cantonal Poas,Central Occidental Oeste,feria,lane,false,false,true,false,false,false,true,true,true,true,true,false,,false,true,
puertoviejodesarapiqui,Puerto Viejo de Sarapiquí,,,,SRID=4326;POINT (-84.0075460898069 10.4545290836818),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Heredia,Sarapiquí,Puerto Viejo,41001,al costado este de la iglesia San Agustín ,27665808,centroagricolasarapiquicacsa@gmail.com,,https://www.facebook.com/centroagricolasarapiqui/?locale=es_LA,,,,Atlántico,feria,street_side,false,false,true,false,false,false,true,false,true,false,false,false,,true,true,
puertoviejo,Puerto Viejo de Talamanca,Feria Agrícola y Artesanal de Puerto Viejo,,Sa 06:00-12:00,SRID=4326;POINT (-82.754338253373 9.65697398096369),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,Limón,Talamanca,Bratsi,70401,detrás de la Casa de la Cultura,27500883,feriadepuertoviejo@gmail.com,,https://www.facebook.com/FeriaPuertoViejo/,,,,,mercado,lane,,,true,,,,true,true,,,true,,,,,
puriscal,Puriscal,,,Fr 15:00-20:00; Sa 05:00-12:00,SRID=4326;POINT (-84.3123747882537 9.84827642283176),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,Puriscal,Santiago,10401,en la parte trasera del gimnasio del Liceo de Puriscal ,,centroagripuriscal@hotmail.com,,https://www.facebook.com/FeriadelProductorPuriscal,,,,,feria,lane,false,true,true,true,true,true,true,true,true,true,true,true,,true,false,
quepos,Quepos,,,Fr 14:00-21:00; Sa 07:00-13:00,SRID=4326;POINT (-84.1653848096843 9.42964258639517),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Puntarenas,Quepos,Quepos,60601,al costado este del Malecón. Al costado sur del Parque Central de Quepos ,83035776,,,https://www.facebook.com/feriadelagricultorquepos/,,,,Pacífico Central,mercado,lane,false,true,true,true,true,true,true,true,true,false,true,false,,true,true,
sanantoniodebelen,San Antonio de Belén,,,Fr 08:00-19:00; Sa 05:00-14:00,SRID=4326;POINT (-84.1786894604296 9.98036492305001),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Heredia,Belén,San Antonio,40701,al costado oeste de la cancha de deportes de Belén ,22895506,,,https://www.facebook.com/people/Feria-del-Agricultor-San-Antonio-de-Bel%C3%A9n-Costa-Rica/100047007956440/,,,,Central Central,mercado,surface,false,true,true,true,true,true,true,true,true,false,false,false,,true,false,
sanisidro,San Isidro,,,Su 05:00-13:00,SRID=4326;POINT (-84.055844170665 10.0169560340398),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Heredia,San Isidro,San Isidro,40601,al costado este de la plaza de deportes ,22685787,,,https://www.facebook.com/feriadelagricultor.sanisidroheredia/?locale=es_LA,,,,Central Occidental Este,feria,lane,false,true,false,false,false,false,true,true,true,false,true,false,,true,true,
sanjoaquin,San Joaquín de Flores,,,Fr 06:00-20:00; Sa 05:00-14:00,SRID=4326;POINT (-84.1509958542457 10.0033186196777),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Heredia,Flores,San Joaquín,40801,al costado este de la iglesia de San Joaquín ,40335669,feriasembradoresunidos@gmail.com,,https://www.facebook.com/Feriasembradoresunidos/?locale=es_LA,,,,Central Occidental Este,mercado,surface,true,true,true,true,true,true,true,true,true,true,true,true,,true,false,
sanjuandedios,San Juan de Dios,,,,SRID=4326;POINT (-84.0851914363434 9.87784041459847),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,Desamparados,San Juan de Dios,10303,frente al Ebais ,22599535,,,,,,Asoc. Des. San Juan de Dios,Central Oriental,mercado,surface,true,true,true,true,true,true,true,true,true,false,true,true,,true,true,
sanluis,San Luis de Santo Domingo,,,Su 06:00-12:00,SRID=4326;POINT (-84.0291429904243 10.0082381914384),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Heredia,Santo Domingo,San Luis,40308,al costado norte de la iglesia de San Luis. Al costado este de la plaza de deportes  ,22684418,candygonzalez0501@gmail.com,,https://www.facebook.com/p/Feria-del-agricultor-en-San-Luis-100057276466207/,,,,Central Occidental Este,feria,lane,false,false,false,false,true,true,false,false,false,false,false,false,,true,false,
sanmateo,San Mateo,,,Th 14:00-21:00,SRID=4326;POINT (-84.5236624352292 9.93868479222825),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Alajuela,San Mateo,San Mateo,20401,en el salón multiuso de San Mateo ,24280393,,,https://es-la.facebook.com/pages/category/Agricultural-Service/Feria-del-Agricultor-San-Mateo-111706319547412/,,,,Pacífico Central,feria,surface,true,true,true,true,true,true,true,true,false,true,true,false,,true,true,
sanpablodeheredia,San Pablo de Heredia,,,Sa 05:00-14:00,SRID=4326;POINT (-84.0953974932596 9.99710657958422),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Heredia,San Pablo,San Pablo,40901,"de la Municipalidad de San Pablo, 50 m al este y 100 m al norte. Frente al Liceo Mario Vindas Salazar ",24303898,,,https://m.facebook.com/profile.php?id=747216012278889,,,,Central Occidental Este,feria,lane,false,false,false,true,true,true,true,true,true,false,false,false,,true,false,
sanpablodeturrubares,San Pablo de Turrubares,,,Sa 05:00-12:00,SRID=4326;POINT (-84.4423876540983 9.90808161468253),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,Turrubares,San Pablo,11601,"de la delegación policial, 100 m al sur y 200 m al oeste. Al costado oeste del Parque Central de San Pablo",24469033,,,,,,Centro Agrícola Cantonal de Atenas,Central Occidental Oeste,feria,,,,,,,,,,,,,,,,,
sanpedro,San Pedro de Montes de Oca,,,Su 05:00-12:00,SRID=4326;POINT (-84.0529028932081 9.93294965726849),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,San José,Montes de Oca,San Pedro,11501,"al costado norte del parque Kennedy, contiguo a la Municipalidad de Montes de Oca",25738465,centroagricola.elguarco@gmail.com,,https://www.facebook.com/feriatejar/,,,,Central Oriental,feria,lane,false,false,false,true,true,true,true,true,true,true,true,true,,true,false,
sanrafaelabajo,San Rafael Abajo,,,,SRID=4326;POINT (-84.0838462198038 9.89857857699921),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,Desamparados,San Rafael Abajo,10311,al costado sur de la cancha de deportes de la Valencia. Al costado oeste de la Unidad Pedagógica de Valencia,25440014,,,,,,Centro Agrícola Cantonal Desamparados,Central Oriental,feria,,,,,,,,,,,,,,,,,
sanrafaelarriba,San Rafael Arriba,,,,SRID=4326;POINT (-84.073801726579 9.87450523905408),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,Desamparados,San Rafael Arriba,10304,al costado este de la iglesia de San Rafael Arcángel,25440014,,,,,,Centro Agrícola Cantonal Desamparados,Central Oriental,feria,,,,,,,,,,,,,,,,,
sanrafaeldealajuela,San Rafael de Alajuela,,,Su 05:30-11:30,SRID=4326;POINT (-84.213828657913 9.97275176072241),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Alajuela,Alajuela,San Rafael,20108,al costado oeste de la iglesia de San Rafael Arcángel. Al costado sur de la plaza de deportes ,24385683,juanramoncalvo@hotmail.com,https://feria-del-agricultor-san-rafael-alajuela.negocio.site/,,,,Asoc. Parceleros San Rafael,Central Central,mercado,surface,false,false,true,true,true,true,true,true,false,false,false,false,,true,true,
sanrafaeldeheredia,San Rafael de Heredia,,,Sa 05:00-14:00; Su 05:00-13:00 ,SRID=4326;POINT (-84.1015749063929 10.011259533369),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Heredia,San Rafael,San Rafael,40501,"al lado del Ebais, el Domo de San Rafael. Diagonal al parqueo municipal ",60684635,cacsanrafaelheredia@gmail.com,,https://m.facebook.com/profile.php?id=494706081043786,,,,Central Occidental Este,feria,surface,true,true,true,true,true,true,true,true,true,false,true,true,,true,true,
sanrafaeldemontesdeoca,San Rafael de Montes de Oca,La Fiesta del Agricultor,,Fr 07:00-20:00; Sa 06:00-13:00,SRID=4326;POINT (-84.0185690585453 9.94337945738795),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,Montes de Oca,San Rafael,11504,150 m al este del Ebais de San Rafael. Diagonal a la Ciudad Hogar Calasanz ,,,,,,,,,,street_side,false,true,true,true,true,false,true,true,false,false,false,false,,false,false,
sanramon,San Ramón,,,Fr 10:00-20:00; Sa 07:00-12:00,SRID=4326;POINT (-84.4761984373437 10.0875765934024),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",L,Alajuela,San Ramón,San Ramón,20201,"de la Sede Occidente de la Universidad de Costa Rica, 150 m al norte ",24457585,,,https://www.facebook.com/people/Centro-Agr%C3%ADcola-Cantonal-de-San-Ram%C3%B3n/100063482856486/,,,,Central Occidental Oeste,feria,surface,true,true,true,true,true,true,true,true,true,true,true,true,,true,false,
